N Pedido;Nmero de parte;Fecha de pedido;Proveedor;Nombre del proveedor;Cant. del Pedido;Cantidad recibida;presupuesto pedido;presupuesto pendiente ;Estado Pedido;Descripcion del articulo
19487;2130000010;24-04-2023;76642770-7;LABVITALIS S.A.;185;0;$1.838.253;$1.838.253;Abierto;ANFOTERICINA B 50 MG
19488;2414603695;24-04-2023;76768780-K;NOVOSALUD SPA;1300;1300;$1.779.050;$0;Completado;CUBRE MESA POLIETILENO 100X120 EST. DOBLE EMPAQUE
19489;2141897000;24-04-2023;89807200-2;FARMACIAS CRUZ VERDE S.A.;30;30;$2.543;$0;Completado;DIGOXINA 0.25 MG
19490;9003331100;24-04-2023;76378831-8;FARMACIAS AHUMADA S.A.;60;60;$43.790;$0;Completado;ITRACONAZOL 100 MG
19491;2141897000;24-04-2023;76378831-8;FARMACIAS AHUMADA S.A.;30;30;$1.323;$0;Completado;DIGOXINA 0.25 MG
19492;2241033951;24-04-2023;79744580-0;Blunding S.A.;2000;2000;$3.500.980;$0;Completado;TERMOMETRO CLINICO DIGITAL
19493;2252250016;24-04-2023;76131542-0;MEDCORP S.A.;20;20;$2.737.000;$0;Completado;KIT APOSITO ESPONJA PLATA M
19494;2164195500;24-04-2023;61608604-9;Hospital Clinico San Borja Arriarian;15;15;$4.105.482;$0;Completado;COMPLEJO PROTOMBINICO  SOL. INYEC. 500 U.I.
19495;2142140027;24-04-2023;96530470-3;CLINICA DAVILA ;200;200;$10.710;$0;Completado;MELATONINA 3 MG
19496;2169699273;24-04-2023;59043540-6;MERCK SHARP Y DOHME  IA  LLC  AGENCIA EN CHILE;20;20;$1.465.699;$0;Completado;SUGAMMADEX 200 MG  2
19497;3409690704;24-04-2023;76215260-6;NEMO CHILE S.A.;700;700;$1.832.600;$0;Completado;KIT SUTURA ESTERIL 
19498;9990000014;24-04-2023;61608204-3;HOSPITAL SAN JUAN DE DIOS;4;2;$838.567;$419.283;Abierto;ROMIPLOSTIM
19499;2172170030;24-04-2023;77165768-0;INSUAMERICA SPA;200;200;$1.237.600;$0;Completado;LIDOCAINA CLORHEXIDINA 3 0 25  GEL TOPICO ESTERIL
19500;2242240033;24-04-2023;93366000-1;COMERCIAL IBF LIMITADA;80;80;$1.792.045;$0;Completado;APOSITO DE PLATA NANOCRISTALINA ACTICOAT LFB PARA 
19501;900000003;25-04-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;120;120;$4.212.600;$0;Completado;Paquete Quirurgico para Hemodinamia B
19502;72706265;25-04-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;216;216;$503.798;$0;Completado;FRESUBIN RENAL
19503;10000054;25-04-2023;76473625-7;AMI SPA;80;80;$418.080;$0;Completado;LECHE 26 
19503;100000505;25-04-2023;76473625-7;AMI SPA;100;100;$576.400;$0;Completado;LECHE 0 
19504;20020330;25-04-2023;94544000-7;MEGALABS CHILE S.A.;590;590;$1.748.229;$0;Completado;CUBREMESA QUIRURGICA  ACTUAL SABANA PACIENTE 
19505;99569955;25-04-2023;96697710-8;Procesos Sanitarios S.p.A.;240;240;$339.864;$0;Completado;CONTENEDOR CORTOPUNZANTE AMARILLO PRO 01
19506;99569956;25-04-2023;96697710-8;Procesos Sanitarios S.p.A.;288;288;$956.189;$0;Completado;CONTENEDOR CORTOPUNZANTE AMARILLO PRO 06
19507;96955033;25-04-2023;77606220-0;SERVICIOS ASESORIAS Y SOLUCIONES FINANCIERAS;20;20;$140.420;$0;Completado;CEPILLO LIMPIA LUMEN 33 FR
19508;2142140031;25-04-2023;76133312-7;LABORATORIOS HOSPIFARMA CHILE LIMITADA;90;90;$84.609;$0;Completado;TICAGRELOR 90 MG
19509;96955018;25-04-2023;77606220-0;SERVICIOS ASESORIAS Y SOLUCIONES FINANCIERAS;20;20;$140.420;$0;Completado;CEPILLO LIMPIA LUMEN 18 FR
19510;96955015;25-04-2023;77606220-0;SERVICIOS ASESORIAS Y SOLUCIONES FINANCIERAS;20;20;$140.420;$0;Completado;CEPILLO LIMPIA LUMEN 15 FR
19511;2139925023;25-04-2023;59043540-6;MERCK SHARP Y DOHME  IA  LLC  AGENCIA EN CHILE;300;300;$16.477.049;$0;Completado;CEFTOLOZANO TAZOBACTAM EV 1.0g 0.5g
19512;90090034;25-04-2023;77437250-4;SERVICIOS DE ADMINISTRACION Y VENTAS WORKFLOW CHIL...;6000;6000;$1.485.120;$0;Completado;BOLSA ALMACENAJE CARAMELO 80X110CM USO EN ROPA
19513;90001085;25-04-2023;77437250-4;SERVICIOS DE ADMINISTRACION Y VENTAS WORKFLOW CHIL...;6000;6000;$1.063.860;$0;Completado;BOLSA CARAMELO 70 X 90 PAQUETE 10 UD.
19514;50001094;25-04-2023;93558000-5;DISTRIBUIDORA PAPELES INDUSTRIALES S.A.;600;600;$2.295.510;$0;Completado;PAPEL MULTIPROPOSITO CARTA
19514;50001092;25-04-2023;93558000-5;DISTRIBUIDORA PAPELES INDUSTRIALES S.A.;200;200;$883.694;$0;Completado;PAPEL MULTIPROPOSITO OFICIO
19515;10000170;25-04-2023;76299358-9;Servicios Integrados Sidapt Ltda;3000;0;$1.107.000;$1.107.000;Completado;AGUA MINERAL S GAS DE 500 CC
19516;20000304;25-04-2023;91575000-1;SOCOFAR S.A.;12000;12000;$2.641.800;$0;Completado;COMPRESA GASA LAPAROTOMIA
19517;2522306772;25-04-2023;96696000-0;MEDICALTEK CHILE S.A.;3;3;$9.060;$0;Completado;FRESA REDONDA CARBIDE BAJA VELOCIDAD N8
19517;2522520003;25-04-2023;96696000-0;MEDICALTEK CHILE S.A.;3;3;$9.060;$0;Completado;FRESA REDONDA CARBIDE N 12 ALTA VELOCIDAD 
19517;2522306773;25-04-2023;96696000-0;MEDICALTEK CHILE S.A.;3;3;$9.060;$0;Completado;FRESA REDONDA CARBIDE BAJA VELOCIDAD N12
19517;2522028005;25-04-2023;96696000-0;MEDICALTEK CHILE S.A.;5;5;$17.100;$0;Completado;PORTA SERVILLETA DENTAL SILICONADO
19517;2522306774;25-04-2023;96696000-0;MEDICALTEK CHILE S.A.;3;3;$9.060;$0;Completado;FRESA REDONDA CARBIDE BAJA VELOCIDAD N10
19518;70070012;25-04-2023;81378300-2;ABBOTT LABORATORIES DE CHILE LTDA;360;360;$1.927.800;$0;Completado;ENSURE CLINICAL RTH 500 ML
19519;70000031;25-04-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;300;300;$1.785.000;$0;Completado;FRESUBIN POWDER FIBRE 500 GRS EX ENSURE VAINILLA 8
19520;56010497;25-04-2023;76030456-5;COM. GRAFICA VERGARA MORENO Y CIA LTDA;400;400;$466.480;$0;Completado;BLOCK PASE VISITA
19521;900000004;25-04-2023;93366000-1;COMERCIAL IBF LIMITADA;300;300;$746.130;$0;Completado;BATA PROCED Yquot
19522;2252250048;25-04-2023;76768780-K;NOVOSALUD SPA;1550;300;$1.807.610;$1.457.750;Abierto;BOLSA TRANSP. ESTERIL 100X120 CMS  RAYOS  CUBRE EQ
19523;2442440026;25-04-2023;61608605-7;Direcci n de Atenci n Primaria SSMC;1500;1500;$4.016.250;$0;Completado;TEST RAPIDO DE CORONAVIRUS COVID 19
19524;2242240038;25-04-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;340;200;$2.500.428;$1.029.588;Abierto;APOSITO HIDROFIBRA CON PLATA ESTERIL 10X10 CM AQUA
19525;2240000702;25-04-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;300;300;$1.508.325;$0;Completado;APOSITO 10 X10 HIDROFIBRA GRUESO  AQUACEL 
19525;2240000705;25-04-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;300;300;$2.320.500;$0;Completado;APOSITO 19.8 X 14 HIDROFIBRA GRUESO  AQUACEL 
19526;90000619;25-04-2023;81210400-4;Reutter SA;32000;0;$4.912.320;$4.912.320;Completado;PECHERA CON MANGA DESECHABLE
19527;2175260330;25-04-2023;77190880-2;SOCIEDAD IMPORTADORA OPTIVISION LTDA;250;250;$1.930.775;$0;Completado;ACEITE DE ACIDOS GRASOS ESENCIALES HIPEROXIGENADO
19528;2172170006;25-04-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;200;200;$2.377.620;$0;Completado;LIMPIADOR DE HERIDAS SOL. 250 350 ML
19529;2242240015;25-04-2023;93366000-1;COMERCIAL IBF LIMITADA;16;16;$136.898;$0;Completado;VENDA ELASTICADA ADHESIVA 7.5CM X 4 5M EQUIVALENTE
19530;3470000261;25-04-2023;76897534-5;SOSEG;800;800;$1.929.704;$0;Completado;LENTES DE SEGURIDAD TRANSP.POLICARBONATO
19531;2220000784;25-04-2023;77693540-9;COMERCIALIZADORA MEDISAN LIMITADA;10;10;$2.915.500;$0;Completado;SET TRAQUEOTOMIA PERCUT. C CANULA N 8
19532;2520000031;25-04-2023;96696000-0;MEDICALTEK CHILE S.A.;1;1;$27.200;$0;Completado;CEMENTO QUIR. POLVO LIQUIDO IONOMERO DE VIDRIO
19532;2520000036;25-04-2023;96696000-0;MEDICALTEK CHILE S.A.;30;30;$17.890;$0;Completado;DISCO SOFLEX 4851 C
19533;2252250007;25-04-2023;96625950-7;TECNIKA S.A.;32;10;$1.054.054;$724.662;Abierto;MANGA TYVEK C CONTROL QUIMICO 10 X100 MTS
19534;2132130011;25-04-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$198.000;$0;Completado;DOLUTEGRAVIR 50 MG
19534;2132130033;25-04-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$79.305;$0;Completado;TENOFOVIR LAMIVUDINA DOLUTEGRAVIR 300 300 50mg TLD
19535;2132130011;25-04-2023;61608604-9;Hospital Clinico San Borja Arriarian;30;30;$198.000;$0;Completado;DOLUTEGRAVIR 50 MG
19536;2133950001;26-04-2023;61608604-9;Hospital Clinico San Borja Arriarian;20;20;$273.700;$0;Completado;ISONIAZIDA 300 MG EV
19536;2137305000;26-04-2023;61608604-9;Hospital Clinico San Borja Arriarian;200;200;$47.600;$0;Completado;RIFAMPICINA 150 MG
19537;2189330000;26-04-2023;91546000-3;LABORATORIO SANDERSON SA;200;0;$205.394;$205.394;Abierto;MANITOL 15   500 ML
19538;99140126;26-04-2023;76215260-6;NEMO CHILE S.A.;2880;2880;$1.850.688;$0;Completado;PATO CARTON DESECHABLE ENERTAK
19539;3472302000;26-04-2023;86397000-8;DIPROMED S A;60000;60000;$3.855.600;$0;Completado;ELECTRODO DES. AD.
19540;2240000703;26-04-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;540;540;$4.446.792;$0;Completado;APOSITO 12.5 X 12.5 HIDROFIBRA GRUESO  AQUACEL 
19541;2244223033;26-04-2023;77316253-0;COMERCIAL GBG SPA;30000;20400;$892.500;$285.600;Abierto;AGUJA DES. 27 GX 1 2
19542;2249963975;26-04-2023;93745000-1;JOHNSON Y JOHNSON DE CHILE S A;300;120;$13.348.230;$8.008.938;Abierto; SUTURA  ENDOLOOP DE POLIGLACTINA N  0
19543;3476260758;26-04-2023;89618500-4;REPETUR Y COMPANIA LIMITADA.;39;39;$1.856.400;$0;Completado;SENSOR DE FLUJO PROXIMAL HAMILTON DESECHABLE
19544;59956462;26-04-2023;76377858-4;COMERCIAL BELTCHILE S.P.A;3;3;$142.800;$0;Completado;PIZARRA CORCHO 100 CM X 120 CM.
19545;90000017;26-04-2023;78835470-3;IMPORTADORA E INVERSIONES PROLAB LTDA.;800;800;$1.832.600;$0;Completado;BOLSA DE VACIO PEQUE A
19546;3409690695;26-04-2023;96863710-K;Biomet Chile S.A.;7;7;$1.702.252;$0;Completado;STERILE TRAC IMPLANTE TITANIO LONG REF15 7378X 12
19547;2141897000;26-04-2023;76057555-0;FARMACIAS MANRIQUEZ;60;60;$4.380;$0;Completado;DIGOXINA 0.25 MG
19548;2622620018;26-04-2023;77807840-6;RECETARIO MAGISTRAL ENDOVENOSO S.A.;12;12;$1.199.520;$0;Completado;NPT MAGISTRAL 1001 A 3000 ML
19549;2240000707;27-04-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;750;750;$7.095.375;$0;Completado;APOSITO HIDROFIBRA FOAM SACRO ADHESIVO  AQUACEL 
19550;2242240576;27-04-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;5000;5000;$1.428.000;$0;Completado;JERINGA ENFIT 20ML NUTRICION ENTERAL
19551;90000044;27-04-2023;76202065-3;MG PUBLICIDAD Y EVENTOS SPA;600;600;$71.400;$0;Completado;ESPONJA BONOBRIL
19551;90000036;27-04-2023;76202065-3;MG PUBLICIDAD Y EVENTOS SPA;325;325;$472.222;$0;Completado;DESODORANTE AMBIENTAL
19551;90000528;27-04-2023;76202065-3;MG PUBLICIDAD Y EVENTOS SPA;325;325;$1.345.117;$0;Completado;MOPA VIRUTEX
19552;29666909;27-04-2023;96625950-7;TECNIKA S.A.;180;180;$2.934.540;$0;Completado;PACK ROPA UNIVERSAL ESTERIL  DESECHABLE 
19553;3400000204;27-04-2023;76209836-9;ARTICULOS MEDICOS Y QUIRURGICOS CHILE S.A.;17;17;$449.612;$0;Completado;HOJA DERMOCARRIER 11 2
19554;10010252;27-04-2023;77293249-9;COMERCIALIZADORA RENEW SPA;60;60;$114.954;$0;Completado;GALLETA SIN GLUTEN
19554;10000920;27-04-2023;77293249-9;COMERCIALIZADORA RENEW SPA;80;80;$244.664;$0;Completado;MERMELADA POR KILO DURAZNO
19554;10000214;27-04-2023;77293249-9;COMERCIALIZADORA RENEW SPA;20;20;$56.168;$0;Completado;BASE HAMBURGUESA
19554;10010527;27-04-2023;77293249-9;COMERCIALIZADORA RENEW SPA;80;80;$244.664;$0;Completado;MERMELADA POR KILO DAMASCO MERMELADA CON AZUCAR
19555;84931539;27-04-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;300;300;$963.900;$0;Completado;BAJADA CON TAPA VARIOLINE FRESEN
19556;70000029;27-04-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;40;40;$176.120;$0;Completado;FRESUBIN ORIGINAL 1000ML
19557;72706254;27-04-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;600;600;$928.200;$0;Completado; DIBEN DRINK EX GLUCERNA TRIPLECARE LIQUIDO 237 CC
19558;72706255;27-04-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;600;600;$706.860;$0;Completado;SUPPORTAN DRINK 200 ML
19559;90090020;27-04-2023;77606220-0;SERVICIOS ASESORIAS Y SOLUCIONES FINANCIERAS;18;18;$117.810;$0;Completado;CEPILLO CERDA ACERO P LIMPIEZA DE INSTRUMENTAL EST
19560;26065162;27-04-2023;86132100-2;DEMARKA S.A.;12000;12000;$3.213.000;$0;Completado;BRAZALETE AD IDENTIFICACION  CAJA 6X200 
19561;100000506;27-04-2023;76489495-2;COMERCIAL MAQUISERVI LIMITADA;12000;12000;$499.800;$0;Completado;TAPA VASO 330 CC
19562;100000523;27-04-2023;76489495-2;COMERCIAL MAQUISERVI LIMITADA;12000;12000;$1.699.320;$0;Completado;POCILLO CON TAPA BIODEGRADABLE DESECHABLE 
19563;2250000786;27-04-2023;78634170-1;SOC DISTRIBUIDORA COMERCIAL E INVERSIONES LAURA CA...;8;8;$1.027.208;$0;Completado;SET GASTROSTOMIA PERCUTANEA 24 FR
19564;100000504;27-04-2023;76489495-2;COMERCIAL MAQUISERVI LIMITADA;12000;12000;$756.840;$0;Completado;VASO 330.  CC  DESECHABLE
19565;90001002;27-04-2023;77437250-4;SERVICIOS DE ADMINISTRACION Y VENTAS WORKFLOW CHIL...;12000;12000;$3.113.040;$0;Completado;BOLSA AMARILLA 70X90 RESIDUOS ESPECIALES
19566;90003670;27-04-2023;76215260-6;NEMO CHILE S.A.;4800;4800;$1.942.080;$0;Completado;CHATA DESECHABLE DE CARTON
19567;80000084;27-04-2023;7985301-1;ROBERTO CESAR LOPEZ LEIVA;30;30;$124.950;$0;Completado;CAJA PLUMAVIT C TAPA ESPECIAL 18X18X9CM 1LT PROCUR
19568;2142140031;27-04-2023;76133312-7;LABORATORIOS HOSPIFARMA CHILE LIMITADA;310;300;$291.431;$9.401;Abierto;TICAGRELOR 90 MG
19569;2171634001;27-04-2023;77134990-0;SOC COMERCIAL DISTRIMED LTDA;240;240;$1.856.400;$0;Completado;EPINEFRINA RACEMICA SOL. NEB. 2 25  0 5 ML
19570;20000154;27-04-2023;76404809-1;INDUSTRIA DE CAMAS Y TEXTILES LIMITADA;104;104;$1.372.498;$0;Completado;CUBRECAMAS DE UNA PLAZA
19571;20000166;27-04-2023;76171739-1;SOCIEDAD COMERCIAL FREDES Y COYDAN LIMITADA;870;870;$1.863.540;$0;Completado;PA OS CLINICOS CREA CRUDA 90 X 90
19572;3470000626;27-04-2023;76137142-8;SOCIEDAD DISTRIBUIDORA Y COMERCIAL GLIOCORP S.A.;10;10;$8.324.050;$0;Completado;SENSOR PRESION P CRANEOTOMIA
19573;3450000079;27-04-2023;79540080-K;TRAUMASERVICE;20;20;$1.130.500;$0;Completado;CEMENTO QUIR. C GENTA
19574;2224110626;27-04-2023;96533330-4;HEMISFERIO SUR S.A.;40;40;$5.212.200;$0;Completado;CATETER VEN. CENT. PENTA LUMEN 12 FR X 20 CM
19575;2259963960;27-04-2023;81210400-4;Reutter SA;18000;18000;$1.019.592;$0;Completado;GUANTE NITRILO S P PROCED.
19576;2257240000;27-04-2023;76592530-4;Flexing Chile SPA;100000;100000;$5.297.800;$0;Completado;GUANTE VINILO MEDIANO
19577;90000619;27-04-2023;81210400-4;Reutter SA;150000;110500;$23.026.500;$6.063.645;Abierto;PECHERA CON MANGA DESECHABLE
19578;2180000820;27-04-2023;91546000-3;LABORATORIO SANDERSON SA;100;0;$523.600;$523.600;Abierto;RINGER LACTATO 3000ML IRRIGACION
19579;2189991927;27-04-2023;91546000-3;LABORATORIO SANDERSON SA;1000;1000;$1.249.500;$0;Completado;RINGER LACTATO 1000 ML.
19580;2246620000;27-04-2023;77316253-0;COMERCIAL GBG SPA;114;114;$1.638.773;$0;Completado;GASA PARAFINADA ESTERIL CJ. 10 CM X 7 MTS.
19581;2142140006;27-04-2023;76985933-0;DROGUERIA ACONCAGUA SPA;1550;1550;$1.852.800;$0;Completado;COTRIMOXAZOL FORTE 800 160 MG
19582;2252250077;27-04-2023;78083940-6;IMH S.A.;2;2;$1.653.624;$0;Completado;PARCHE ARTIC SUN CONTROL T
19583;29440196;27-04-2023;92288000-K;Drogueria Hofmann Ltda y Cia en CPA;20;20;$1.235.220;$0;Completado;PACK ROPA ORTOPEDIA  DESECHABLE 
19584;3409641251;27-04-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;14;14;$499.800;$0;Completado;CATETER URETERAL DOBLE J    6 FR. X 26
19585;3409212540;27-04-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;10;10;$476.000;$0;Completado;GUIA NITINOL 0.035 150 CURVA  HWA 035150 
19585;3409035261;27-04-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;10;10;$476.000;$0;Completado;GUIA NITINOL 0.035x150 RECTA  HW 035150 
19586;3453450370;27-04-2023;78874470-6;STRYKER CHILE LTDA.;30;29;$1.428.000;$47.600;Abierto;SIERRA THIN 7.0X0.38X15.0 MM MOTOR DC4 USO MOTOR C
19587;2250000700;27-04-2023;76452485-3;COMERCIAL IBL SPA;4000;4000;$2.370.480;$0;Completado;PA AL CALZON DESECHABLE  ADULTO
19588;2220000870;27-04-2023;86383300-0;MEDIPLEX S.A.;1000;1000;$1.130.500;$0;Completado;TUBO ASPIRACION 3 MTS ESTERIL
19589;2240000256;27-04-2023;93366000-1;COMERCIAL IBF LIMITADA;4000;4000;$276.080;$0;Completado;JERINGA DES. EST. 10 CC AG21GX1 5 LIBRE LATEX
19590;2240000397;27-04-2023;93366000-1;COMERCIAL IBF LIMITADA;11000;11000;$1.165.010;$0;Completado;JERINGA DES. EST. 20 CC EMBUTIDA AG21GX1.5
19591;2252250002;27-04-2023;77478120-K;FRESENIUS KABI CHILE LIMITADA;2010;2010;$7.893.270;$0;Completado;BAJADA INFUSION MONOCANAL
19592;2255826522;27-04-2023;86821000-1;INMED DROGUERIA LIMITADA;4000;4000;$999.600;$0;Completado;BAJADA INFUSION STANDARD
19593;3406265403;27-04-2023;76215260-6;NEMO CHILE S.A.;900;900;$1.735.020;$0;Completado;BANDEJA CURACION ATENCION PRIMARIA DESECH. 888117
19594;3409690705;27-04-2023;76215260-6;NEMO CHILE S.A.;2000;2000;$982.940;$0;Completado;KIT RI ON COD 15001
19595;3479599116;27-04-2023;78233420-4;Hospitalia Productos Medicos Ltda.;300;300;$642.600;$0;Completado;HUMIDIFICADOR PRECARGADO CON ADAPTADOR
19596;2249963962;27-04-2023;81210400-4;Reutter SA;200;200;$219.674;$0;Completado;APOSITO 10 X 1.6 MTS.ESTERIL
19597;2250000032;27-04-2023;81210400-4;Reutter SA;6000;6000;$1.877.820;$0;Completado;APOSITO GASA 20X25   20X30 ESTERIL
19598;2250000033;27-04-2023;81210400-4;Reutter SA;300;300;$999.600;$0;Completado;APOSITO GASA 20X3.0 MT ESTERIL ENV. MIXTO
19599;2250000034;27-04-2023;81210400-4;Reutter SA;8000;8000;$1.285.200;$0;Completado;APOSITO GASA 10X20 ESTERIL
19600;2250000036;27-04-2023;81210400-4;Reutter SA;500;500;$952.000;$0;Completado;APOSITO GASA 20X1.5 MT ESTERIL ENV. MIXTO
19601;2410009556;28-04-2023;96659920-0;BIOMiERIEUX CHILE;1200;1200;$1.025.304;$0;Completado;PLACA AGAR SANGRE COLUMBIA 35094
19601;2449965124;28-04-2023;96659920-0;BIOMiERIEUX CHILE;600;600;$630.462;$0;Completado;PLACA AGAR SABOURAUD GENTAM. CAF
19601;2419543100;28-04-2023;96659920-0;BIOMiERIEUX CHILE;80;80;$73.590;$0;Completado;PLACA AGAR MUELLER HINTON 100 MM
19601;2449544020;28-04-2023;96659920-0;BIOMiERIEUX CHILE;600;600;$1.182.384;$0;Completado;PLACA CROMOGENA P ORINA
19601;2449963112;28-04-2023;96659920-0;BIOMiERIEUX CHILE;1000;1000;$854.420;$0;Completado;PLACA AGAR MAC CONKEY
19601;2410009558;28-04-2023;96659920-0;BIOMiERIEUX CHILE;300;300;$256.326;$0;Completado;PLACA AGAR CHOCOLATE CON SUPLEMENTO
19601;2419543116;28-04-2023;96659920-0;BIOMiERIEUX CHILE;80;80;$91.963;$0;Completado;PLACA AGAR MUELLER HINTON   5  SANGRE CORDERO
19602;2442440009;28-04-2023;96659920-0;BIOMiERIEUX CHILE;40;40;$102.483;$0;Completado;PLACA CHROMID CARBA SMART
19603;2250001700;28-04-2023;96625950-7;TECNIKA S.A.;9100;9100;$5.197.920;$0;Completado;PA AL SABANILLA DES. AD.
19604;2251574305;28-04-2023;78233420-4;Hospitalia Productos Medicos Ltda.;1800;1800;$19.920.600;$0;Completado;TELFA CLEAR 30.5 X 61 CM ESTERIL.
19605;2250000811;28-04-2023;91575000-1;SOCOFAR S.A.;100;100;$1.172.031;$0;Completado;TEJIDO SIN TEJER AUTOADH.10CMX10M
19606;2192190383;28-04-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;30;30;$3.498.600;$0;Completado;CATETER DRENAJE MULTIPROPOSITO 8.5 X 25 CM
19607;3477510924;28-04-2023;96515660-7;CENTRAL DE COMPRAS DEL EXTRASISTEMA S.A.;1;1;$1.011.500;$0;Completado;FILTRO VENA CAVA
19608;9990000008;28-04-2023;89807200-2;FARMACIAS CRUZ VERDE S.A.;50;50;$27.711;$0;Completado;BACLOFENO 10 MG
19609;3459993747;28-04-2023;77067168-K;FRIMED SPA;100;100;$2.677.500;$0;Completado;PINZA HOOK LAPAROSCOPIA
19610;2140009457;28-04-2023;76669630-9;OPKO CHILE S.A.;500;500;$5.355;$0;Completado;DICLOFENACO 50 MG
19611;2164195500;28-04-2023;76432529-K;CSL BEHRING SPA;40;40;$10.233.952;$0;Completado;COMPLEJO PROTOMBINICO  SOL. INYEC. 500 U.I.
19612;2446269620;28-04-2023;96659920-0;BIOMiERIEUX CHILE;6;6;$879.648;$0;Completado;SENSIBILIDAD GRAM NEGATIVO N402 
19612;2446269690;28-04-2023;96659920-0;BIOMiERIEUX CHILE;5;5;$733.040;$0;Completado;SENSIBILIDAD GRAM POSITIVO AST P618
19612;2449217599;28-04-2023;96659920-0;BIOMiERIEUX CHILE;1;1;$146.608;$0;Completado;IDENTIFICACION LEVADURA YST
19612;2449217620;28-04-2023;96659920-0;BIOMiERIEUX CHILE;10;10;$1.466.080;$0;Completado;IDENTIFICACION GRAM NEGATIVO
19612;2446269621;28-04-2023;96659920-0;BIOMiERIEUX CHILE;3;3;$439.824;$0;Completado;SENSIBILIDAD GRAM NEGATIVO N403
19612;2449217690;28-04-2023;96659920-0;BIOMiERIEUX CHILE;7;7;$1.026.256;$0;Completado;IDENTIFICACION GRAM POSITIVO
19612;2419450791;28-04-2023;96659920-0;BIOMiERIEUX CHILE;10;10;$4.798.080;$0;Completado;BACT ALERT 259791  CJ 
19613;120187877;28-04-2023;76568660-1;EASY RETAIL S.A.;10;10;$4.690;$0;Completado;SACO VACIO PARA ARENA
19613;120187875;28-04-2023;76568660-1;EASY RETAIL S.A.;15;15;$14.100;$0;Completado;SACO ARENA 25 KG
19614;2253519151;28-04-2023;96910280-3;BIOCLIN S.A.;770;300;$897.974;$548.114;Abierto;MOLTOPREN DE 0.4 MM DENSIDAD 10 DE 15 CM X 190 CM 
19614;2253519101;28-04-2023;96910280-3;BIOCLIN S.A.;770;300;$806.344;$492.184;Abierto;MOLTOPREN DE 0.4 MM DENSIDAD 10 DE 10 CM X 190 CM 
19615;3471940015;01-05-2023;86383300-0;MEDIPLEX S.A.;1900;0;$1.040.060;$1.040.060;Completado;TUBO COARRUG. DESECH. EST.C C 15 CM
19616;2189991935;02-05-2023;91546000-3;LABORATORIO SANDERSON SA;3800;1900;$2.261.000;$1.130.500;Abierto;GLUCOSA 5  100 ML.
19617;3479445503;02-05-2023;78233420-4;Hospitalia Productos Medicos Ltda.;100;100;$4.998.000;$0;Completado;SISTEMA CERRADO DRENAJE TORACICO 3 CAMARA AQUASEAL
19618;125239035;02-05-2023;77444026-7;SISTEMAS  SOLUCIONES Y SERVICIOS SPA;15;15;$705.378;$0;Completado;LONA MULTIUSO 6X5 MTS
19619;2179545901;02-05-2023;96625950-7;TECNIKA S.A.;264;264;$2.324.784;$0;Completado;PELICULA POLIMERO PROTECTOR CUTANEO
19620;80000007;02-05-2023;76190048-K;COMERCIALIZADORA MORALES Y OVALLE LIMITA;50;50;$476.000;$0;Completado;PIPETA GRADUADA B. SANGRE
19621;2257508000;02-05-2023;77316253-0;COMERCIAL GBG SPA;330;330;$1.845.690;$0;Completado;TELA ADH. P TRACCION
19622;2252250037;02-05-2023;93366000-1;COMERCIAL IBF LIMITADA;1080;1080;$1.799.280;$0;Completado;BOLSA DE ASPIRACION SERRES 1000 ML C VALVULA ANTI 
19623;3474261500;02-05-2023;76131542-0;MEDCORP S.A.;20;20;$2.380.000;$0;Completado;CANISTER SELLADO 500 CC Y CONECCION TUBO
19624;2254196663;02-05-2023;76131542-0;MEDCORP S.A.;10;10;$5.236.000;$0;Completado;KIT APOSITO ESPONJA ABDOMEN ABIERTO
19624;2254196951;02-05-2023;76131542-0;MEDCORP S.A.;20;20;$1.547.000;$0;Completado;KIT APOSITO ESPONJA PLATA S
